Iteration,Source_Folder,Image_File,GroundTruth_ID,Mask_Flag,Mask_Type,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
2645,New_Images,008907.jpg,008907,NONE,Unmasked,UNRECOGNIZED,0.2907,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2646,New_Images,007599.jpg,007599,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2647,New_Images,008550.jpg,008550,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2648,New_Images,008249.jpg,008249,NONE,Unmasked,UNRECOGNIZED,0.2836,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2649,New_Images,008490.jpg,008490,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2650,New_Images,005538.jpg,005538,NONE,Unmasked,UNRECOGNIZED,0.2054,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2651,Masked Images,000302__CLT__masked.jpg,000302,CLT,Cloth Mask,000302,0.9061,0.35,TP,CORRECT_MATCH
2652,New_Images,009160.jpg,009160,NONE,Unmasked,UNRECOGNIZED,0.26,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2653,New_Images,005658.jpg,005658,NONE,Unmasked,UNRECOGNIZED,0.2368,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2654,Masked Images,000892__CLT__masked.jpg,000892,CLT,Cloth Mask,000892,0.9552,0.35,TP,CORRECT_MATCH
2655,New_Images,005753.jpg,005753,NONE,Unmasked,UNRECOGNIZED,0.3055,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2656,Masked Images,000115__SUR__masked.jpg,000115,SUR,Surgical Mask,000115,0.9385,0.35,TP,CORRECT_MATCH
2657,New_Images,009627.jpg,009627,NONE,Unmasked,UNRECOGNIZED,0.2803,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2658,Masked Images,000767__N95__masked.jpg,000767,N95,N95 Mask,000767,0.8853,0.35,TP,CORRECT_MATCH
2659,New_Images,007559.jpg,007559,NONE,Unmasked,UNRECOGNIZED,0.275,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2660,New_Images,006288.jpg,006288,NONE,Unmasked,UNRECOGNIZED,0.2359,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2661,Masked Images,000850__CLT__masked.jpg,000850,CLT,Cloth Mask,000850,0.8602,0.35,TP,CORRECT_MATCH
2662,New_Images,006672.jpg,006672,NONE,Unmasked,UNRECOGNIZED,0.231,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2663,New_Images,008120.jpg,008120,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2664,New_Images,005358.jpg,005358,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2665,New_Images,008518.jpg,008518,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2666,New_Images,006687.jpg,006687,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2667,New_Images,005403.jpg,005403,NONE,Unmasked,UNRECOGNIZED,0.2383,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2668,New_Images,005197.jpg,005197,NONE,Unmasked,UNRECOGNIZED,0.2283,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2669,New_Images,007349.jpg,007349,NONE,Unmasked,UNRECOGNIZED,0.2574,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2670,New_Images,006221.jpg,006221,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2671,New_Images,008949.jpg,008949,NONE,Unmasked,UNRECOGNIZED,0.3124,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2672,New_Images,006455.jpg,006455,NONE,Unmasked,UNRECOGNIZED,0.3314,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2673,New_Images,007948.jpg,007948,NONE,Unmasked,UNRECOGNIZED,0.2917,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2674,New_Images,008595.jpg,008595,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2675,New_Images,009418.jpg,009418,NONE,Unmasked,UNRECOGNIZED,0.2587,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2676,Masked Images,000758__K95__masked.jpg,000758,K95,KN95 Mask,000758,0.9311,0.35,TP,CORRECT_MATCH
2677,New_Images,008745.jpg,008745,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2678,New_Images,007257.jpg,007257,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2679,New_Images,008568.jpg,008568,NONE,Unmasked,UNRECOGNIZED,0.2842,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2680,New_Images,008335.jpg,008335,NONE,Unmasked,UNRECOGNIZED,0.2816,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2681,New_Images,006936.jpg,006936,NONE,Unmasked,UNRECOGNIZED,0.2329,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2682,New_Images,006928.jpg,006928,NONE,Unmasked,UNRECOGNIZED,0.245,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2683,Masked Images,000585__K95__masked.jpg,000585,K95,KN95 Mask,000585,0.9678,0.35,TP,CORRECT_MATCH
2684,New_Images,006297.jpg,006297,NONE,Unmasked,UNRECOGNIZED,0.3179,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2685,New_Images,006529.jpg,006529,NONE,Unmasked,UNRECOGNIZED,0.2394,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2686,New_Images,006742.jpg,006742,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2687,New_Images,005234.jpg,005234,NONE,Unmasked,UNRECOGNIZED,0.293,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2688,New_Images,005666.jpg,005666,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2689,New_Images,005212.jpg,005212,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2690,New_Images,008955.jpg,008955,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2691,New_Images,006403.jpg,006403,NONE,Unmasked,UNRECOGNIZED,0.2521,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2692,New_Images,005223.jpg,005223,NONE,Unmasked,UNRECOGNIZED,0.2184,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2693,New_Images,008724.jpg,008724,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2694,New_Images,006756.jpg,006756,NONE,Unmasked,UNRECOGNIZED,0.2644,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2695,New_Images,005110.jpg,005110,NONE,Unmasked,UNRECOGNIZED,0.2735,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2696,New_Images,007017.jpg,007017,NONE,Unmasked,UNRECOGNIZED,0.2472,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2697,New_Images,006740.jpg,006740,NONE,Unmasked,UNRECOGNIZED,0.2593,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2698,New_Images,008693.jpg,008693,NONE,Unmasked,UNRECOGNIZED,0.2626,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2699,Masked Images,000832__SUR__masked.jpg,000832,SUR,Surgical Mask,000832,0.8697,0.35,TP,CORRECT_MATCH
2700,New_Images,007245.jpg,007245,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2701,New_Images,007900.jpg,007900,NONE,Unmasked,UNRECOGNIZED,0.3077,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2702,New_Images,008329.jpg,008329,NONE,Unmasked,UNRECOGNIZED,0.2276,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2703,New_Images,007600.jpg,007600,NONE,Unmasked,UNRECOGNIZED,0.2632,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2704,Masked Images,001047__SUR__masked.jpg,001047,SUR,Surgical Mask,001047,0.911,0.35,TP,CORRECT_MATCH
2705,New_Images,009495.jpg,009495,NONE,Unmasked,UNRECOGNIZED,0.2343,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2706,New_Images,005342.jpg,005342,NONE,Unmasked,UNRECOGNIZED,0.2768,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2707,New_Images,006675.jpg,006675,NONE,Unmasked,UNRECOGNIZED,0.2602,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2708,New_Images,007301.jpg,007301,NONE,Unmasked,UNRECOGNIZED,0.234,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2709,New_Images,007389.jpg,007389,NONE,Unmasked,UNRECOGNIZED,0.301,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2710,New_Images,005587.jpg,005587,NONE,Unmasked,UNRECOGNIZED,0.2349,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2711,Masked Images,001172__SUR__masked.jpg,001172,SUR,Surgical Mask,001172,0.8648,0.35,TP,CORRECT_MATCH
2712,New_Images,005643.jpg,005643,NONE,Unmasked,UNRECOGNIZED,0.2756,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2713,Masked Images,000715__GAS__masked.jpg,000715,GAS,Gas Mask,000715,0.9148,0.35,TP,CORRECT_MATCH
2714,Masked Images,000277__GAS__masked.jpg,000277,GAS,Gas Mask,000277,0.9248,0.35,TP,CORRECT_MATCH
2715,New_Images,008803.jpg,008803,NONE,Unmasked,UNRECOGNIZED,0.2537,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2716,New_Images,005882.jpg,005882,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2717,New_Images,006873.jpg,006873,NONE,Unmasked,UNRECOGNIZED,0.3011,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2718,New_Images,005096.jpg,005096,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2719,Masked Images,001141__N95__masked.jpg,001141,N95,N95 Mask,001141,0.8564,0.35,TP,CORRECT_MATCH
2720,New_Images,007675.jpg,007675,NONE,Unmasked,UNRECOGNIZED,0.2118,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2721,New_Images,006585.jpg,006585,NONE,Unmasked,UNRECOGNIZED,0.2401,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2722,New_Images,008494.jpg,008494,NONE,Unmasked,UNRECOGNIZED,0.2293,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2723,New_Images,008071.jpg,008071,NONE,Unmasked,UNRECOGNIZED,0.1919,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2724,New_Images,005997.jpg,005997,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2725,New_Images,006205.jpg,006205,NONE,Unmasked,UNRECOGNIZED,0.2334,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2726,New_Images,008835.jpg,008835,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2727,New_Images,009409.jpg,009409,NONE,Unmasked,UNRECOGNIZED,0.2699,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2728,New_Images,008188.jpg,008188,NONE,Unmasked,UNRECOGNIZED,0.2387,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2729,New_Images,008153.jpg,008153,NONE,Unmasked,UNRECOGNIZED,0.2165,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2730,New_Images,009497.jpg,009497,NONE,Unmasked,UNRECOGNIZED,0.2057,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2731,New_Images,005058.jpg,005058,NONE,Unmasked,UNRECOGNIZED,0.2475,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2732,New_Images,008253.jpg,008253,NONE,Unmasked,UNRECOGNIZED,0.2348,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2733,New_Images,008820.jpg,008820,NONE,Unmasked,UNRECOGNIZED,0.257,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2734,New_Images,005191.jpg,005191,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2735,New_Images,006938.jpg,006938,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2736,New_Images,008598.jpg,008598,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2737,Masked Images,000402__N95__masked.jpg,000402,N95,N95 Mask,000402,0.908,0.35,TP,CORRECT_MATCH
2738,New_Images,006133.jpg,006133,NONE,Unmasked,UNRECOGNIZED,0.2836,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2739,New_Images,005312.jpg,005312,NONE,Unmasked,UNRECOGNIZED,0.2396,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2740,Masked Images,000388__K95__masked.jpg,000388,K95,KN95 Mask,000388,0.9479,0.35,TP,CORRECT_MATCH
2741,New_Images,008883.jpg,008883,NONE,Unmasked,UNRECOGNIZED,0.2248,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2742,Masked Images,000447__CLT__masked.jpg,000447,CLT,Cloth Mask,000447,0.8642,0.35,TP,CORRECT_MATCH
2743,New_Images,005534.jpg,005534,NONE,Unmasked,UNRECOGNIZED,0.2522,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2744,New_Images,005961.jpg,005961,NONE,Unmasked,UNRECOGNIZED,0.2579,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2745,New_Images,006135.jpg,006135,NONE,Unmasked,UNRECOGNIZED,0.2565,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2746,New_Images,009357.jpg,009357,NONE,Unmasked,UNRECOGNIZED,0.2818,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2747,New_Images,005701.jpg,005701,NONE,Unmasked,UNRECOGNIZED,0.2028,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2748,New_Images,008989.jpg,008989,NONE,Unmasked,UNRECOGNIZED,0.2652,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2749,New_Images,007940.jpg,007940,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2750,New_Images,008038.jpg,008038,NONE,Unmasked,UNRECOGNIZED,0.2275,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2751,New_Images,009527.jpg,009527,NONE,Unmasked,UNRECOGNIZED,0.2282,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2752,Masked Images,000442__CLT__masked.jpg,000442,CLT,Cloth Mask,000442,0.9351,0.35,TP,CORRECT_MATCH
2753,Masked Images,001144__GAS__masked.jpg,001144,GAS,Gas Mask,001144,0.9105,0.35,TP,CORRECT_MATCH
2754,New_Images,005337.jpg,005337,NONE,Unmasked,UNRECOGNIZED,0.2707,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2755,New_Images,005684.jpg,005684,NONE,Unmasked,UNRECOGNIZED,0.2176,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2756,New_Images,007041.jpg,007041,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2757,New_Images,007225.jpg,007225,NONE,Unmasked,UNRECOGNIZED,0.2808,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2758,Masked Images,000395__GAS__masked.jpg,000395,GAS,Gas Mask,000395,0.4432,0.35,TP,CORRECT_MATCH
2759,New_Images,007997.jpg,007997,NONE,Unmasked,UNRECOGNIZED,0.2559,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2760,New_Images,007934.jpg,007934,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2761,New_Images,008633.jpg,008633,NONE,Unmasked,UNRECOGNIZED,0.245,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2762,New_Images,005458.jpg,005458,NONE,Unmasked,UNRECOGNIZED,0.2692,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2763,New_Images,006628.jpg,006628,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2764,New_Images,006459.jpg,006459,NONE,Unmasked,UNRECOGNIZED,0.2574,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2765,New_Images,006800.jpg,006800,NONE,Unmasked,UNRECOGNIZED,0.23,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2766,New_Images,009332.jpg,009332,NONE,Unmasked,UNRECOGNIZED,0.2408,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2767,Masked Images,001137__K95__masked.jpg,001137,K95,KN95 Mask,001137,0.8842,0.35,TP,CORRECT_MATCH
2768,New_Images,008112.jpg,008112,NONE,Unmasked,UNRECOGNIZED,0.2778,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2769,New_Images,008039.jpg,008039,NONE,Unmasked,UNRECOGNIZED,0.2205,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2770,New_Images,009605.jpg,009605,NONE,Unmasked,UNRECOGNIZED,0.2253,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2771,New_Images,006811.jpg,006811,NONE,Unmasked,UNRECOGNIZED,0.2222,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2772,New_Images,009120.jpg,009120,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2773,Masked Images,000372__N95__masked.jpg,000372,N95,N95 Mask,000372,0.6456,0.35,TP,CORRECT_MATCH
2774,New_Images,005419.jpg,005419,NONE,Unmasked,UNRECOGNIZED,0.2298,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2775,New_Images,009398.jpg,009398,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2776,New_Images,006262.jpg,006262,NONE,Unmasked,UNRECOGNIZED,0.2506,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2777,Masked Images,000791__SUR__masked.jpg,000791,SUR,Surgical Mask,000791,0.8461,0.35,TP,CORRECT_MATCH
2778,New_Images,005631.jpg,005631,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2779,New_Images,005400.jpg,005400,NONE,Unmasked,UNRECOGNIZED,0.3108,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2780,New_Images,008812.jpg,008812,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2781,New_Images,005320.jpg,005320,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2782,New_Images,008165.jpg,008165,NONE,Unmasked,UNRECOGNIZED,0.2894,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2783,New_Images,008895.jpg,008895,NONE,Unmasked,UNRECOGNIZED,0.2539,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2784,New_Images,005708.jpg,005708,NONE,Unmasked,UNRECOGNIZED,0.253,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2785,New_Images,007845.jpg,007845,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2786,New_Images,006460.jpg,006460,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2787,New_Images,008358.jpg,008358,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2788,New_Images,005199.jpg,005199,NONE,Unmasked,UNRECOGNIZED,0.2405,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2789,New_Images,009519.jpg,009519,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2790,New_Images,006302.jpg,006302,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2791,New_Images,006377.jpg,006377,NONE,Unmasked,UNRECOGNIZED,0.2357,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2792,New_Images,007584.jpg,007584,NONE,Unmasked,UNRECOGNIZED,0.2208,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2793,New_Images,005258.jpg,005258,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2794,Masked Images,000330__N95__masked.jpg,000330,N95,N95 Mask,000330,0.8934,0.35,TP,CORRECT_MATCH
2795,Masked Images,000985__SUR__masked.jpg,000985,SUR,Surgical Mask,000985,0.5956,0.35,TP,CORRECT_MATCH
2796,New_Images,005653.jpg,005653,NONE,Unmasked,UNRECOGNIZED,0.2249,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2797,Masked Images,000422__SUR__masked.jpg,000422,SUR,Surgical Mask,000422,0.8955,0.35,TP,CORRECT_MATCH
2798,Masked Images,000236__GAS__masked.jpg,000236,GAS,Gas Mask,000236,0.9159,0.35,TP,CORRECT_MATCH
2799,New_Images,005279.jpg,005279,NONE,Unmasked,UNRECOGNIZED,0.2217,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2800,New_Images,008696.jpg,008696,NONE,Unmasked,UNRECOGNIZED,0.2479,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2801,Masked Images,000341__N95__masked.jpg,000341,N95,N95 Mask,000341,0.8987,0.35,TP,CORRECT_MATCH
2802,New_Images,006790.jpg,006790,NONE,Unmasked,UNRECOGNIZED,0.3039,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2803,New_Images,008055.jpg,008055,NONE,Unmasked,UNRECOGNIZED,0.2489,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2804,New_Images,005221.jpg,005221,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2805,New_Images,006077.jpg,006077,NONE,Unmasked,UNRECOGNIZED,0.2779,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2806,New_Images,008556.jpg,008556,NONE,Unmasked,UNRECOGNIZED,0.2412,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2807,New_Images,005456.jpg,005456,NONE,Unmasked,UNRECOGNIZED,0.2151,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2808,New_Images,008502.jpg,008502,NONE,Unmasked,UNRECOGNIZED,0.2358,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2809,Masked Images,001020__GAS__masked.jpg,001020,GAS,Gas Mask,001020,0.8771,0.35,TP,CORRECT_MATCH
2810,New_Images,008410.jpg,008410,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2811,New_Images,007171.jpg,007171,NONE,Unmasked,UNRECOGNIZED,0.2485,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2812,New_Images,007399.jpg,007399,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2813,Masked Images,000335__SUR__masked.jpg,000335,SUR,Surgical Mask,000335,0.9014,0.35,TP,CORRECT_MATCH
2814,New_Images,008986.jpg,008986,NONE,Unmasked,UNRECOGNIZED,0.2238,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2815,New_Images,007427.jpg,007427,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2816,New_Images,009475.jpg,009475,NONE,Unmasked,UNRECOGNIZED,0.218,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2817,New_Images,008274.jpg,008274,NONE,Unmasked,UNRECOGNIZED,0.2639,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2818,New_Images,006757.jpg,006757,NONE,Unmasked,UNRECOGNIZED,0.2294,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2819,New_Images,005151.jpg,005151,NONE,Unmasked,UNRECOGNIZED,0.2422,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2820,New_Images,006741.jpg,006741,NONE,Unmasked,UNRECOGNIZED,0.2477,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2821,Masked Images,000142__GAS__masked.jpg,000142,GAS,Gas Mask,000142,0.907,0.35,TP,CORRECT_MATCH
2822,New_Images,006558.jpg,006558,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2823,New_Images,007581.jpg,007581,NONE,Unmasked,UNRECOGNIZED,0.2565,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2824,New_Images,007275.jpg,007275,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2825,New_Images,009360.jpg,009360,NONE,Unmasked,UNRECOGNIZED,0.2249,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2826,New_Images,006666.jpg,006666,NONE,Unmasked,UNRECOGNIZED,0.2296,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2827,New_Images,006781.jpg,006781,NONE,Unmasked,UNRECOGNIZED,0.2612,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2828,Masked Images,000205__SUR__masked.jpg,000205,SUR,Surgical Mask,000205,0.9229,0.35,TP,CORRECT_MATCH
2829,New_Images,008305.jpg,008305,NONE,Unmasked,UNRECOGNIZED,0.2494,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2830,New_Images,005810.jpg,005810,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2831,New_Images,006184.jpg,006184,NONE,Unmasked,UNRECOGNIZED,0.2444,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2832,Masked Images,000899__SUR__masked.jpg,000899,SUR,Surgical Mask,000899,0.8782,0.35,TP,CORRECT_MATCH
2833,New_Images,008265.jpg,008265,NONE,Unmasked,UNRECOGNIZED,0.2274,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2834,New_Images,008380.jpg,008380,NONE,Unmasked,UNRECOGNIZED,0.2121,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2835,New_Images,007078.jpg,007078,NONE,Unmasked,UNRECOGNIZED,0.2808,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2836,New_Images,008776.jpg,008776,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2837,New_Images,008091.jpg,008091,NONE,Unmasked,UNRECOGNIZED,0.243,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2838,New_Images,008218.jpg,008218,NONE,Unmasked,UNRECOGNIZED,0.2732,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2839,New_Images,006504.jpg,006504,NONE,Unmasked,UNRECOGNIZED,0.2753,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2840,New_Images,005640.jpg,005640,NONE,Unmasked,NO_FACE_DETECTED,0.0,0.35,TN,No Face Detected by SCRFD
2841,New_Images,005910.jpg,005910,NONE,Unmasked,UNRECOGNIZED,0.2197,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2842,New_Images,007822.jpg,007822,NONE,Unmasked,UNRECOGNIZED,0.2313,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2843,New_Images,007589.jpg,007589,NONE,Unmasked,UNRECOGNIZED,0.1905,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
2844,Masked Images,000042__CLT__masked.jpg,000042,CLT,Cloth Mask,000042,0.9257,0.35,TP,CORRECT_MATCH
