Iteration,Source_Folder,Image_File,GroundTruth_ID,Detected_ID,Similarity_Score,Threshold,Status,Result_Description
4650,Real Images,004599.jpg,4599,4599,1,0.35,TP,CORRECT_MATCH
4651,New_Images,007496.jpg,7496,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4652,New_Images,006062.jpg,6062,UNRECOGNIZED,0.2683,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4653,New_Images,007175.jpg,7175,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4654,Real Images,002405.jpg,2405,2405,1,0.35,TP,CORRECT_MATCH
4655,New_Images,006159.jpg,6159,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4656,New_Images,005460.jpg,5460,UNRECOGNIZED,0.2505,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4657,New_Images,008837.jpg,8837,UNRECOGNIZED,0.242,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4658,New_Images,008637.jpg,8637,UNRECOGNIZED,0.231,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4659,New_Images,008121.jpg,8121,UNRECOGNIZED,0.2165,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4660,Real Images,002863.jpg,2863,2863,1,0.35,TP,CORRECT_MATCH
4661,New_Images,005698.jpg,5698,UNRECOGNIZED,0.245,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4662,Real Images,004856.jpg,4856,4856,1,0.35,TP,CORRECT_MATCH
4663,Real Images,004400.jpg,4400,4400,1,0.35,TP,CORRECT_MATCH
4664,New_Images,006721.jpg,6721,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4665,New_Images,006433.jpg,6433,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4666,Real Images,004926.jpg,4926,4926,1,0.35,TP,CORRECT_MATCH
4667,Real Images,004139.jpg,4139,4139,1,0.35,TP,CORRECT_MATCH
4668,Real Images,000559.jpg,559,559,1,0.35,TP,CORRECT_MATCH
4669,Real Images,004265.jpg,4265,4265,1,0.35,TP,CORRECT_MATCH
4670,New_Images,007271.jpg,7271,UNRECOGNIZED,0.2897,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4671,New_Images,008513.jpg,8513,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4672,New_Images,007166.jpg,7166,UNRECOGNIZED,0.2304,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4673,Real Images,002604.jpg,2604,2604,1,0.35,TP,CORRECT_MATCH
4674,New_Images,006162.jpg,6162,UNRECOGNIZED,0.279,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4675,Real Images,002934.jpg,2934,2934,1,0.35,TP,CORRECT_MATCH
4676,New_Images,005726.jpg,5726,UNRECOGNIZED,0.2719,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4677,New_Images,008753.jpg,8753,UNRECOGNIZED,0.2254,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4678,New_Images,008083.jpg,8083,UNRECOGNIZED,0.2619,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4679,Real Images,000417.jpg,417,417,1,0.35,TP,CORRECT_MATCH
4680,New_Images,007867.jpg,7867,UNRECOGNIZED,0.2433,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4681,Real Images,001260.jpg,1260,1260,1,0.35,TP,CORRECT_MATCH
4682,Real Images,000328.jpg,328,328,1,0.35,TP,CORRECT_MATCH
4683,Real Images,001269.jpg,1269,1269,1,0.35,TP,CORRECT_MATCH
4684,Real Images,003821.jpg,3821,3821,1,0.35,TP,CORRECT_MATCH
4685,Real Images,002708.jpg,2708,2708,1,0.35,TP,CORRECT_MATCH
4686,New_Images,009204.jpg,9204,UNRECOGNIZED,0.2204,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4687,New_Images,007064.jpg,7064,UNRECOGNIZED,0.2333,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4688,New_Images,007114.jpg,7114,UNRECOGNIZED,0.2096,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4689,Real Images,001066.jpg,1066,1066,1,0.35,TP,CORRECT_MATCH
4690,Real Images,002165.jpg,2165,2165,1,0.35,TP,CORRECT_MATCH
4691,Real Images,004560.jpg,4560,4560,1,0.35,TP,CORRECT_MATCH
4692,New_Images,009625.jpg,9625,UNRECOGNIZED,0.2532,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4693,New_Images,009434.jpg,9434,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4694,Real Images,000333.jpg,333,333,1,0.35,TP,CORRECT_MATCH
4695,New_Images,008723.jpg,8723,UNRECOGNIZED,0.236,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4696,New_Images,009283.jpg,9283,UNRECOGNIZED,0.2411,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4697,Real Images,004210.jpg,4210,4210,1,0.35,TP,CORRECT_MATCH
4698,New_Images,009486.jpg,9486,UNRECOGNIZED,0.3234,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4699,New_Images,006364.jpg,6364,UNRECOGNIZED,0.1961,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4700,Real Images,000611.jpg,611,611,1,0.35,TP,CORRECT_MATCH
4701,New_Images,007330.jpg,7330,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4702,New_Images,008989.jpg,8989,UNRECOGNIZED,0.2652,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4703,New_Images,005162.jpg,5162,UNRECOGNIZED,0.3008,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4704,Real Images,001586.jpg,1586,1586,1,0.35,TP,CORRECT_MATCH
4705,Real Images,001610.jpg,1610,1610,1,0.35,TP,CORRECT_MATCH
4706,New_Images,005830.jpg,5830,UNRECOGNIZED,0.2622,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4707,New_Images,005893.jpg,5893,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4708,New_Images,005491.jpg,5491,UNRECOGNIZED,0.2404,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4709,New_Images,005290.jpg,5290,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4710,Real Images,001664.jpg,1664,1664,1,0.35,TP,CORRECT_MATCH
4711,Real Images,002059.jpg,2059,2059,1,0.35,TP,CORRECT_MATCH
4712,New_Images,009606.jpg,9606,UNRECOGNIZED,0.2517,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4713,Real Images,000441.jpg,441,441,1,0.35,TP,CORRECT_MATCH
4714,Real Images,004524.jpg,4524,4524,1,0.35,TP,CORRECT_MATCH
4715,New_Images,008173.jpg,8173,UNRECOGNIZED,0.2373,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4716,New_Images,006957.jpg,6957,UNRECOGNIZED,0.2294,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4717,New_Images,006660.jpg,6660,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4718,Real Images,003126.jpg,3126,3126,1,0.35,TP,CORRECT_MATCH
4719,New_Images,006986.jpg,6986,UNRECOGNIZED,0.2414,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4720,New_Images,007367.jpg,7367,UNRECOGNIZED,0.2853,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4721,Real Images,004186.jpg,4186,4186,1,0.35,TP,CORRECT_MATCH
4722,New_Images,008507.jpg,8507,UNRECOGNIZED,0.2519,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4723,New_Images,006376.jpg,6376,UNRECOGNIZED,0.2089,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4724,Real Images,004598.jpg,4598,4598,1,0.35,TP,CORRECT_MATCH
4725,New_Images,009482.jpg,9482,UNRECOGNIZED,0.3207,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4726,New_Images,007562.jpg,7562,UNRECOGNIZED,0.324,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4727,New_Images,006074.jpg,6074,UNRECOGNIZED,0.2957,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4728,New_Images,006676.jpg,6676,UNRECOGNIZED,0.2264,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4729,New_Images,009252.jpg,9252,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4730,New_Images,007174.jpg,7174,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4731,New_Images,007107.jpg,7107,UNRECOGNIZED,0.2442,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4732,New_Images,007651.jpg,7651,UNRECOGNIZED,0.2643,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4733,New_Images,005669.jpg,5669,UNRECOGNIZED,0.2708,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4734,New_Images,007211.jpg,7211,UNRECOGNIZED,0.2105,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4735,New_Images,007370.jpg,7370,UNRECOGNIZED,0.2441,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4736,New_Images,007719.jpg,7719,UNRECOGNIZED,0.2306,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4737,New_Images,008406.jpg,8406,UNRECOGNIZED,0.24,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4738,New_Images,005477.jpg,5477,UNRECOGNIZED,0.2437,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4739,New_Images,008615.jpg,8615,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4740,Real Images,001638.jpg,1638,1638,1,0.35,TP,CORRECT_MATCH
4741,Real Images,000464.jpg,464,464,1,0.35,TP,CORRECT_MATCH
4742,New_Images,009614.jpg,9614,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4743,Real Images,001191.jpg,1191,1191,1,0.35,TP,CORRECT_MATCH
4744,Real Images,003121.jpg,3121,3121,1,0.35,TP,CORRECT_MATCH
4745,New_Images,008997.jpg,8997,UNRECOGNIZED,0.2613,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4746,New_Images,006638.jpg,6638,UNRECOGNIZED,0.2305,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4747,Real Images,004283.jpg,4283,4283,1,0.35,TP,CORRECT_MATCH
4748,New_Images,008529.jpg,8529,UNRECOGNIZED,0.2589,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4749,New_Images,008363.jpg,8363,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4750,Real Images,002343.jpg,2343,2343,1,0.35,TP,CORRECT_MATCH
4751,Real Images,004374.jpg,4374,4374,1,0.35,TP,CORRECT_MATCH
4752,Real Images,003420.jpg,3420,3420,1,0.35,TP,CORRECT_MATCH
4753,New_Images,008054.jpg,8054,UNRECOGNIZED,0.2866,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4754,New_Images,007467.jpg,7467,UNRECOGNIZED,0.2531,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4755,New_Images,008002.jpg,8002,UNRECOGNIZED,0.2521,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4756,New_Images,007071.jpg,7071,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4757,Real Images,000946.jpg,946,946,1,0.35,TP,CORRECT_MATCH
4758,Real Images,002641.jpg,2641,2641,1,0.35,TP,CORRECT_MATCH
4759,Real Images,004445.jpg,4445,4445,1,0.35,TP,CORRECT_MATCH
4760,New_Images,007018.jpg,7018,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4761,Real Images,001457.jpg,1457,1457,1,0.35,TP,CORRECT_MATCH
4762,Real Images,001087.jpg,1087,1087,1,0.35,TP,CORRECT_MATCH
4763,Real Images,002829.jpg,2829,2829,1,0.35,TP,CORRECT_MATCH
4764,New_Images,006311.jpg,6311,UNRECOGNIZED,0.2795,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4765,New_Images,005513.jpg,5513,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4766,New_Images,006550.jpg,6550,UNRECOGNIZED,0.239,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4767,Real Images,001781.jpg,1781,1781,1,0.35,TP,CORRECT_MATCH
4768,Real Images,004535.jpg,4535,4535,1,0.35,TP,CORRECT_MATCH
4769,Real Images,002572.jpg,2572,2572,1,0.35,TP,CORRECT_MATCH
4770,Real Images,004488.jpg,4488,4488,1,0.35,TP,CORRECT_MATCH
4771,New_Images,009232.jpg,9232,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4772,Real Images,004197.jpg,4197,4197,1,0.35,TP,CORRECT_MATCH
4773,Real Images,003382.jpg,3382,3382,1,0.35,TP,CORRECT_MATCH
4774,New_Images,007430.jpg,7430,UNRECOGNIZED,0.2807,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4775,New_Images,008012.jpg,8012,UNRECOGNIZED,0.2186,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4776,Real Images,003710.jpg,3710,3710,1,0.35,TP,CORRECT_MATCH
4777,Real Images,002410.jpg,2410,2410,1,0.35,TP,CORRECT_MATCH
4778,Real Images,002809.jpg,2809,2809,1,0.35,TP,CORRECT_MATCH
4779,Real Images,003260.jpg,3260,3260,1,0.35,TP,CORRECT_MATCH
4780,Real Images,002242.jpg,2242,2242,1,0.35,TP,CORRECT_MATCH
4781,New_Images,008584.jpg,8584,UNRECOGNIZED,0.2635,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4782,New_Images,005816.jpg,5816,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4783,Real Images,003152.jpg,3152,3152,1,0.35,TP,CORRECT_MATCH
4784,Real Images,004130.jpg,4130,4130,1,0.35,TP,CORRECT_MATCH
4785,New_Images,005868.jpg,5868,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4786,Real Images,003174.jpg,3174,3174,1,0.35,TP,CORRECT_MATCH
4787,Real Images,000849.jpg,849,849,1,0.35,TP,CORRECT_MATCH
4788,New_Images,007752.jpg,7752,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4789,Real Images,001423.jpg,1423,1423,1,0.35,TP,CORRECT_MATCH
4790,Real Images,004740.jpg,4740,4740,1,0.35,TP,CORRECT_MATCH
4791,Real Images,001452.jpg,1452,1452,1,0.35,TP,CORRECT_MATCH
4792,New_Images,005833.jpg,5833,UNRECOGNIZED,0.3235,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4793,New_Images,006645.jpg,6645,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4794,Real Images,004794.jpg,4794,4794,1,0.35,TP,CORRECT_MATCH
4795,Real Images,004896.jpg,4896,4896,1,0.35,TP,CORRECT_MATCH
4796,New_Images,006870.jpg,6870,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4797,New_Images,006824.jpg,6824,UNRECOGNIZED,0.2143,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4798,Real Images,004345.jpg,4345,4345,1,0.35,TP,CORRECT_MATCH
4799,New_Images,009383.jpg,9383,UNRECOGNIZED,0.216,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4800,New_Images,005668.jpg,5668,UNRECOGNIZED,0.2345,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4801,Real Images,001103.jpg,1103,1103,1,0.35,TP,CORRECT_MATCH
4802,New_Images,008679.jpg,8679,UNRECOGNIZED,0.1965,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4803,New_Images,006269.jpg,6269,UNRECOGNIZED,0.2607,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4804,New_Images,009427.jpg,9427,UNRECOGNIZED,0.2725,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4805,Real Images,001010.jpg,1010,1010,1,0.35,TP,CORRECT_MATCH
4806,Real Images,000381.jpg,381,381,1,0.35,TP,CORRECT_MATCH
4807,New_Images,005336.jpg,5336,UNRECOGNIZED,0.2402,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4808,Real Images,000883.jpg,883,883,1,0.35,TP,CORRECT_MATCH
4809,New_Images,005473.jpg,5473,UNRECOGNIZED,0.2906,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4810,New_Images,005072.jpg,5072,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4811,New_Images,008075.jpg,8075,UNRECOGNIZED,0.291,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4812,New_Images,008301.jpg,8301,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4813,New_Images,008727.jpg,8727,UNRECOGNIZED,0.2709,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4814,New_Images,005759.jpg,5759,UNRECOGNIZED,0.265,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4815,Real Images,001537.jpg,1537,1537,1,0.35,TP,CORRECT_MATCH
4816,New_Images,009398.jpg,9398,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4817,Real Images,002084.jpg,2084,2084,1,0.35,TP,CORRECT_MATCH
4818,New_Images,006569.jpg,6569,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4819,New_Images,005200.jpg,5200,UNRECOGNIZED,0.2146,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4820,Real Images,001151.jpg,1151,1151,1,0.35,TP,CORRECT_MATCH
4821,New_Images,009351.jpg,9351,UNRECOGNIZED,0.2301,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4822,New_Images,009332.jpg,9332,UNRECOGNIZED,0.2408,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4823,New_Images,008641.jpg,8641,UNRECOGNIZED,0.3279,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4824,Real Images,004996.jpg,4996,4996,1,0.35,TP,CORRECT_MATCH
4825,Real Images,003063.jpg,3063,3063,1,0.35,TP,CORRECT_MATCH
4826,Real Images,004277.jpg,4277,4277,1,0.35,TP,CORRECT_MATCH
4827,New_Images,008743.jpg,8743,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4828,Real Images,002392.jpg,2392,2392,1,0.35,TP,CORRECT_MATCH
4829,Real Images,002910.jpg,2910,2910,1,0.35,TP,CORRECT_MATCH
4830,Real Images,002797.jpg,2797,2797,1,0.35,TP,CORRECT_MATCH
4831,Real Images,000018.jpg,18,18,1,0.35,TP,CORRECT_MATCH
4832,New_Images,008374.jpg,8374,UNRECOGNIZED,0.2491,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4833,Real Images,000799.jpg,799,799,1,0.35,TP,CORRECT_MATCH
4834,Real Images,000935.jpg,935,935,1,0.35,TP,CORRECT_MATCH
4835,Real Images,003708.jpg,3708,3708,1,0.35,TP,CORRECT_MATCH
4836,Real Images,004843.jpg,4843,4843,1,0.35,TP,CORRECT_MATCH
4837,New_Images,005317.jpg,5317,UNRECOGNIZED,0.2438,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4838,Real Images,004589.jpg,4589,4589,1,0.35,TP,CORRECT_MATCH
4839,New_Images,007961.jpg,7961,UNRECOGNIZED,0.2731,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4840,New_Images,007277.jpg,7277,UNRECOGNIZED,0.2056,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4841,Real Images,001827.jpg,1827,1827,1,0.35,TP,CORRECT_MATCH
4842,New_Images,009060.jpg,9060,UNRECOGNIZED,0.2553,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4843,New_Images,008599.jpg,8599,UNRECOGNIZED,0.2546,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4844,Real Images,002793.jpg,2793,2793,1,0.35,TP,CORRECT_MATCH
4845,Real Images,003738.jpg,3738,3738,1,0.35,TP,CORRECT_MATCH
4846,New_Images,006424.jpg,6424,UNRECOGNIZED,0.2478,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4847,Real Images,004607.jpg,4607,4607,1,0.35,TP,CORRECT_MATCH
4848,Real Images,004165.jpg,4165,4165,1,0.35,TP,CORRECT_MATCH
4849,New_Images,008405.jpg,8405,UNRECOGNIZED,0.2508,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4850,New_Images,008325.jpg,8325,UNRECOGNIZED,0.2302,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4851,Real Images,000002.jpg,2,2,1,0.35,TP,CORRECT_MATCH
4852,Real Images,004499.jpg,4499,4499,1,0.35,TP,CORRECT_MATCH
4853,New_Images,008419.jpg,8419,UNRECOGNIZED,0.2469,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4854,Real Images,000294.jpg,294,294,1,0.35,TP,CORRECT_MATCH
4855,Real Images,003378.jpg,3378,3378,1,0.35,TP,CORRECT_MATCH
4856,New_Images,009023.jpg,9023,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4857,New_Images,007926.jpg,7926,UNRECOGNIZED,0.2507,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4858,Real Images,000146.jpg,146,146,1,0.35,TP,CORRECT_MATCH
4859,New_Images,009550.jpg,9550,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4860,Real Images,000973.jpg,973,973,1,0.35,TP,CORRECT_MATCH
4861,Real Images,002590.jpg,2590,2590,1,0.35,TP,CORRECT_MATCH
4862,New_Images,007912.jpg,7912,UNRECOGNIZED,0.2399,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4863,Real Images,004084.jpg,4084,4084,1,0.35,TP,CORRECT_MATCH
4864,New_Images,005089.jpg,5089,UNRECOGNIZED,0.2429,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4865,Real Images,003671.jpg,3671,3671,1,0.35,TP,CORRECT_MATCH
4866,Real Images,004695.jpg,4695,4695,1,0.35,TP,CORRECT_MATCH
4867,Real Images,003639.jpg,3639,3639,1,0.35,TP,CORRECT_MATCH
4868,New_Images,007707.jpg,7707,UNRECOGNIZED,0.2866,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4869,New_Images,008617.jpg,8617,UNRECOGNIZED,0.2932,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4870,Real Images,001926.jpg,1926,1926,1,0.35,TP,CORRECT_MATCH
4871,New_Images,007568.jpg,7568,UNRECOGNIZED,0.2425,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4872,Real Images,003102.jpg,3102,3102,1,0.35,TP,CORRECT_MATCH
4873,Real Images,004510.jpg,4510,4510,1,0.35,TP,CORRECT_MATCH
4874,New_Images,007072.jpg,7072,UNRECOGNIZED,0.239,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4875,Real Images,004153.jpg,4153,4153,1,0.35,TP,CORRECT_MATCH
4876,Real Images,000413.jpg,413,413,1,0.35,TP,CORRECT_MATCH
4877,Real Images,002279.jpg,2279,2279,1,0.35,TP,CORRECT_MATCH
4878,Real Images,002711.jpg,2711,2711,1,0.35,TP,CORRECT_MATCH
4879,Real Images,001974.jpg,1974,1974,1,0.35,TP,CORRECT_MATCH
4880,New_Images,006553.jpg,6553,UNRECOGNIZED,0.2136,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4881,New_Images,005295.jpg,5295,UNRECOGNIZED,0.2214,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4882,New_Images,005789.jpg,5789,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4883,Real Images,001355.jpg,1355,1355,1,0.35,TP,CORRECT_MATCH
4884,New_Images,006574.jpg,6574,UNRECOGNIZED,0.26,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4885,Real Images,003845.jpg,3845,3845,1,0.35,TP,CORRECT_MATCH
4886,Real Images,004142.jpg,4142,4142,1,0.35,TP,CORRECT_MATCH
4887,Real Images,001286.jpg,1286,1286,1,0.35,TP,CORRECT_MATCH
4888,Real Images,000096.jpg,96,96,1,0.35,TP,CORRECT_MATCH
4889,New_Images,006011.jpg,6011,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4890,New_Images,005151.jpg,5151,UNRECOGNIZED,0.2422,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4891,New_Images,006514.jpg,6514,UNRECOGNIZED,0.2248,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4892,Real Images,003153.jpg,3153,3153,1,0.35,TP,CORRECT_MATCH
4893,Real Images,002833.jpg,2833,2833,1,0.35,TP,CORRECT_MATCH
4894,Real Images,003948.jpg,3948,3948,1,0.35,TP,CORRECT_MATCH
4895,Real Images,002037.jpg,2037,2037,1,0.35,TP,CORRECT_MATCH
4896,New_Images,008923.jpg,8923,UNRECOGNIZED,0.2941,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4897,New_Images,007249.jpg,7249,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4898,New_Images,006177.jpg,6177,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4899,Real Images,004253.jpg,4253,4253,1,0.35,TP,CORRECT_MATCH
4900,Real Images,002772.jpg,2772,2772,1,0.35,TP,CORRECT_MATCH
4901,Real Images,001835.jpg,1835,1835,1,0.35,TP,CORRECT_MATCH
4902,New_Images,006763.jpg,6763,UNRECOGNIZED,0.2318,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4903,New_Images,007699.jpg,7699,UNRECOGNIZED,0.2357,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4904,Real Images,004300.jpg,4300,4300,1,0.35,TP,CORRECT_MATCH
4905,New_Images,005342.jpg,5342,UNRECOGNIZED,0.2768,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4906,Real Images,002575.jpg,2575,2575,1,0.35,TP,CORRECT_MATCH
4907,New_Images,009287.jpg,9287,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4908,New_Images,006245.jpg,6245,UNRECOGNIZED,0.233,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4909,New_Images,005853.jpg,5853,UNRECOGNIZED,0.2465,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4910,Real Images,003611.jpg,3611,3611,1,0.35,TP,CORRECT_MATCH
4911,New_Images,006797.jpg,6797,UNRECOGNIZED,0.2776,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4912,Real Images,000926.jpg,926,926,1,0.35,TP,CORRECT_MATCH
4913,New_Images,006168.jpg,6168,UNRECOGNIZED,0.3091,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4914,Real Images,003958.jpg,3958,3958,1,0.35,TP,CORRECT_MATCH
4915,New_Images,005716.jpg,5716,UNRECOGNIZED,0.2929,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4916,Real Images,000237.jpg,237,237,1,0.35,TP,CORRECT_MATCH
4917,Real Images,002938.jpg,2938,2938,1,0.35,TP,CORRECT_MATCH
4918,New_Images,007377.jpg,7377,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4919,Real Images,001485.jpg,1485,1485,1,0.35,TP,CORRECT_MATCH
4920,New_Images,005504.jpg,5504,NO_FACE_DETECTED,0,0.35,TN,No Face Detected by SCRFD
4921,Real Images,004661.jpg,4661,4661,1,0.35,TP,CORRECT_MATCH
4922,New_Images,005470.jpg,5470,UNRECOGNIZED,0.2499,0.35,TN,CORRECTLY_REJECTED_UNKNOWN
4923,Real Images,004840.jpg,4840,4840,1,0.35,TP,CORRECT_MATCH
